257.72686	0.00261
256.22686	0.00248
254.72686	0.00221
253.22686	0.00212
251.72686	0.00203
250.22686	0.00196
248.72686	0.00191
247.22686	0.00206
245.72686	0.00209
244.22686	0.00207
242.72686	0.00192
241.22686	0.00178
239.72686	0.00162
238.22686	0.00149
236.72686	0.00148
235.22686	0.00156
233.72686	0.00175
232.22686	0.00191
230.72686	0.00199
229.22686	0.00203
227.72686	0.00215
226.22686	0.00215
224.72686	0.00205
223.22686	0.00199
221.72686	0.00189
220.22686	0.00186
218.72686	0.00187
217.22686	0.00191
215.72686	0.00189
214.22686	0.00202
212.72686	0.00214
211.22686	0.0021
209.72686	0.00213
208.22686	0.00223
206.72686	0.00222
205.22686	0.00208
203.72686	0.0022
202.22686	0.00218
200.72686	0.00211
199.22686	0.00212
197.72686	0.00211
196.22686	0.00199
194.72686	0.00198
193.22686	0.00205
191.72686	0.00205
190.22686	0.00208
188.72686	0.00221
187.22686	0.00225
185.72686	0.00227
184.22686	0.00233
182.72686	0.00238
181.22686	0.00235
179.72686	0.0023
178.22686	0.00235
176.72686	0.00235
175.22686	0.00231
173.72686	0.00225
172.22686	0.00233
170.72686	0.0022
169.22686	0.00224
167.72686	0.00228
166.22686	0.00235
164.72686	0.00231
163.22686	0.00241
161.72686	0.00245
160.22686	0.00249
158.72686	0.0025
157.22686	0.00251
155.72686	0.00249
154.22686	0.00241
152.72686	0.00246
151.22686	0.00252
149.72686	0.00265
148.22686	0.00275
146.72686	0.0029
145.22686	0.00289
143.72686	0.00283
142.22686	0.00278
140.72686	0.00269
139.22686	0.00266
137.72686	0.00264
136.22686	0.00275
134.72686	0.00287
133.22686	0.00301
131.72686	0.00306
130.22686	0.00315
128.72686	0.00321
127.22686	0.00327
125.72686	0.00337
124.22686	0.00349
122.72686	0.00356
121.22686	0.00354
119.72686	0.00349
118.22686	0.00348
116.72686	0.00351
115.22686	0.00352
113.72686	0.00355
112.22686	0.00369
110.72686	0.00374
109.22686	0.00368
107.72686	0.00367
106.22686	0.00376
104.72686	0.0038
103.22686	0.00381
101.72686	0.00389
100.22686	0.00404
98.72686	0.00411
97.22686	0.00417
95.72686	0.00422
94.22686	0.00426
92.72686	0.00413
91.22686	0.00416
89.72686	0.00417
88.22686	0.00418
86.72686	0.00423
85.22686	0.00451
83.72686	0.00457
82.22686	0.00462
80.72686	0.00477
79.22686	0.005
77.72686	0.00508
76.22686	0.00529
74.72686	0.00542
73.22686	0.00559
71.72686	0.00573
70.22686	0.00577
68.72686	0.00589
67.22686	0.00604
65.72686	0.00606
64.22686	0.00605
62.72686	0.00613
61.22686	0.00621
59.72686	0.0063
58.22686	0.00646
56.72686	0.00652
55.22686	0.00656
53.72686	0.00663
52.22686	0.00657
50.72686	0.00661
49.22686	0.00679
47.72686	0.00701
46.22686	0.00714
44.72686	0.00747
43.22686	0.00758
41.72686	0.00754
40.22686	0.00759
38.72686	0.0077
37.22686	0.00776
35.72686	0.0079
34.22686	0.00817
32.72686	0.00835
31.22686	0.00846
29.72686	0.00851
28.22686	0.00877
26.72686	0.00894
25.22686	0.00907
23.72686	0.00914
22.22686	0.00927
20.72686	0.00922
19.22686	0.0092
17.72686	0.0093
16.22686	0.00935
14.72686	0.00935
13.22686	0.00929
11.72686	0.00913
10.22686	0.00885
9.82686	0.00866
9.42686	0.00853
9.02686	0.00847
8.62686	0.00844
8.22686	0.00851
7.82686	0.00847
7.42686	0.00845
7.02686	0.00838
6.62686	0.00818
6.22686	0.00794
5.82686	0.00778
5.42686	0.00747
5.02686	0.00727
4.62686	0.00714
4.22686	0.00689
3.82686	0.00662
3.42686	0.00636
3.02686	0.00586
2.62686	0.00535
2.22686	0.00495
2.14686	0.00456
2.06686	0.00425
1.98686	0.00407
1.90686	0.00399
1.82686	0.00381
1.74686	0.0036
1.66686	0.00331
1.58686	0.0031
1.50686	0.00286
1.42686	0.00251
1.34686	0.00219
1.26686	0.00196
1.18686	0.00157
1.10686	0.00116
1.02686	8.42654E-4
0.94686	4.33812E-4
0.86686	-2.94254E-6
0.78686	-4.34772E-4
0.70686	-9.47603E-4
0.62686	-0.00146
0.54686	-0.00194
0.46686	-0.00244
0.38686	-0.00289
0.30686	-0.00319
0.22686	-0.00344
0.14686	-0.00362
0.06686	-0.00373
-0.01314	-0.0037
-0.09314	-0.00363
-0.17314	-0.00349
-0.25314	-0.00327
-0.33314	-0.0029
-0.41314	-0.00258
-0.49314	-0.00225
-0.57314	-0.00185
-0.65314	-0.00142
-0.73314	-0.00119
-0.81314	-9.50887E-4
-0.89314	-7.83956E-4
-0.97314	-6.63548E-4
-1.05314	-6.15384E-4
-1.13314	-4.70347E-4
-1.21314	-4.82935E-4
-1.29314	-4.40245E-4
-1.37314	-4.5338E-4
-1.45314	-4.6761E-4
-1.53314	-4.97712E-4
-1.61314	-4.04669E-4
