-1.69314	-3.34613E-4
-1.77314	-3.01775E-4
-1.85314	-2.47044E-4
-1.93314	-2.70031E-4
-2.01314	-3.2914E-4
-2.09314	-2.83166E-4
-2.17314	-2.77693E-4
-2.25314	-2.55801E-4
-2.33314	-1.85745E-4
-2.41314	-1.44149E-4
-2.49314	-1.73157E-4
-2.57314	-1.29919E-4
-2.65314	-9.70802E-5
-2.73314	-7.68296E-5
-3.17314	-4.89167E-5
-3.57314	-3.96124E-5
-3.97314	-2.70243E-5
-4.37314	-4.72748E-5
-4.77314	2.88015E-5
-5.17314	3.92005E-5
-5.57314	3.81058E-5
-5.97314	3.81058E-5
-6.37314	-5.00114E-5
-6.77314	-3.97554E-4
-7.17314	-4.87861E-4
-7.57314	-7.76841E-4
-7.97314	-3.5979E-4
-8.37314	-6.75253E-5
-8.77314	2.88775E-4
-9.17314	5.82681E-4
-9.57314	8.18572E-4
-11.27314	3.45148E-4
-12.77314	1.78218E-4
-14.27314	1.22939E-4
-15.77314	8.95532E-5
-17.27314	3.55364E-4
-18.77314	7.89565E-4
